date,HD,LOW
2012-06-12,37.789981842041016,21.318193435668945
2012-06-13,36.87128448486328,20.883134841918945
2012-06-14,37.73212432861328,21.5745792388916
2012-06-15,37.5223388671875,21.792110443115234
2012-06-18,37.84785079956055,22.08733558654785
2012-06-19,38.318058013916016,22.172794342041016
2012-06-20,38.216796875,22.24271011352539
2012-06-21,37.081058502197266,21.36481475830078
2012-06-22,37.63084030151367,21.217199325561523
2012-06-25,37.26914978027344,20.92197608947754
2012-06-26,37.52956771850586,21.178354263305664
2012-06-27,37.29084777832031,21.209430694580078
2012-06-28,37.39210510253906,21.162813186645508
2012-06-29,38.33252716064453,22.095104217529297
2012-07-02,38.34698486328125,22.234939575195312
2012-07-03,37.36318588256836,21.458038330078125
2012-07-05,37.69594955444336,21.426971435546875
2012-07-06,37.72486877441406,21.636722564697266
2012-07-09,37.70317459106445,21.193891525268555
2012-07-10,37.77552032470703,21.10843276977539
